Flight SatisfactionID,accm_txn_complete_time
3782,5/19/2022 11:36
3783,5/20/2022 4:18
3784,5/20/2022 10:47
3785,5/19/2022 13:39
3786,5/19/2022 15:55
3787,5/20/2022 2:53
3788,5/18/2022 23:52
3789,5/18/2022 17:15
3790,5/19/2022 19:32
3791,5/20/2022 9:19
3792,5/20/2022 5:50
3793,5/19/2022 13:44
3794,5/20/2022 4:55
3795,5/18/2022 18:39
3796,5/18/2022 18:39
3797,5/18/2022 16:56
3798,5/20/2022 2:28
3799,5/19/2022 1:24
3800,5/19/2022 18:41
3801,5/19/2022 16:24
3802,5/19/2022 6:53
3803,5/19/2022 6:28
3804,5/18/2022 14:45
3805,5/19/2022 18:12
3806,5/19/2022 0:57
3807,5/18/2022 22:52
3808,5/19/2022 4:10
3809,5/19/2022 12:38
3810,5/19/2022 9:53
3811,5/20/2022 2:33
3812,5/18/2022 19:50
3813,5/19/2022 3:37
3814,5/19/2022 1:21
3815,5/20/2022 10:46
3816,5/18/2022 16:58
3817,5/19/2022 1:20
3818,5/19/2022 16:10
3819,5/18/2022 13:59
3820,5/19/2022 7:11
3821,5/18/2022 18:55
3822,5/18/2022 13:53
3823,5/20/2022 11:14
3824,5/19/2022 10:34
3825,5/19/2022 12:24
3826,5/19/2022 3:18
3827,5/19/2022 17:23
3828,5/18/2022 13:38
3829,5/18/2022 20:37
3830,5/18/2022 15:10
3831,5/20/2022 1:43
3832,5/18/2022 17:56
3833,5/20/2022 8:21
3834,5/18/2022 18:36
3835,5/19/2022 22:15
3836,5/20/2022 7:29
3837,5/20/2022 8:03
3838,5/19/2022 13:44
3839,5/20/2022 10:34
3840,5/18/2022 12:07
3841,5/19/2022 12:58
3842,5/20/2022 7:46
3843,5/18/2022 13:39
3844,5/20/2022 10:27
3845,5/18/2022 22:33
3846,5/20/2022 2:45
3847,5/19/2022 23:14
3848,5/20/2022 5:03
3849,5/19/2022 9:42
3850,5/18/2022 22:22
3851,5/19/2022 15:58
3852,5/19/2022 5:31
3853,5/20/2022 10:13
3854,5/20/2022 5:57
3855,5/19/2022 15:40
3856,5/19/2022 12:26
3857,5/20/2022 11:11
3858,5/18/2022 12:39
3859,5/19/2022 10:12
3860,5/20/2022 6:50
3861,5/20/2022 5:37
3862,5/18/2022 12:32
3863,5/20/2022 2:57
3864,5/18/2022 12:52
3865,5/19/2022 19:41
3866,5/18/2022 22:07
3867,5/19/2022 7:47
3868,5/19/2022 0:12
3869,5/20/2022 8:15
3870,5/20/2022 8:25
3871,5/20/2022 1:33
3872,5/19/2022 17:47
3873,5/19/2022 22:16
3874,5/19/2022 2:09
3875,5/18/2022 19:05
3876,5/20/2022 8:26
3877,5/19/2022 7:19
3878,5/19/2022 2:17
3879,5/19/2022 8:02
3880,5/19/2022 4:36
3881,5/18/2022 23:51
3882,5/19/2022 0:10
3883,5/19/2022 0:19
3884,5/18/2022 19:34
3885,5/18/2022 19:55
3886,5/20/2022 8:47
3887,5/18/2022 18:47
3888,5/19/2022 16:59
3889,5/19/2022 21:19
3890,5/18/2022 12:25
3891,5/19/2022 18:26
3892,5/19/2022 14:44
3893,5/19/2022 23:20
3894,5/18/2022 12:22
3895,5/18/2022 18:52
3896,5/18/2022 16:55
3897,5/20/2022 7:54
3898,5/19/2022 5:06
3899,5/20/2022 6:37
3900,5/19/2022 10:01
3901,5/19/2022 23:05
3902,5/18/2022 22:21
3903,5/20/2022 11:23
3904,5/20/2022 3:36
3905,5/18/2022 14:41
3906,5/18/2022 23:46
3907,5/19/2022 18:09
3908,5/18/2022 15:48
3909,5/18/2022 19:14
3910,5/20/2022 11:10
3911,5/18/2022 21:53
3912,5/19/2022 13:16
3913,5/18/2022 23:04
3914,5/19/2022 9:29
3915,5/19/2022 2:33
3916,5/18/2022 19:12
3917,5/19/2022 23:08
3918,5/18/2022 19:00
3919,5/19/2022 21:42
3920,5/19/2022 6:39
3921,5/20/2022 2:55
3922,5/19/2022 7:16
3923,5/19/2022 14:14
3924,5/19/2022 20:11
3925,5/20/2022 8:42
3926,5/19/2022 11:15
3927,5/19/2022 15:03
3928,5/18/2022 23:59
3929,5/18/2022 22:21
3930,5/18/2022 20:32
3931,5/19/2022 12:57
3932,5/19/2022 3:37
3933,5/19/2022 5:33
3934,5/19/2022 12:19
3935,5/19/2022 14:11
3936,5/19/2022 8:44
3937,5/19/2022 14:24
3938,5/19/2022 17:04
3939,5/19/2022 5:55
3940,5/18/2022 14:41
3941,5/19/2022 2:30
3942,5/19/2022 17:47
3943,5/19/2022 5:39
3944,5/20/2022 4:27
3945,5/19/2022 13:27
3946,5/19/2022 20:00
3947,5/20/2022 10:05
3948,5/19/2022 10:45
3949,5/18/2022 21:56
3950,5/19/2022 4:21
3951,5/18/2022 17:17
3952,5/19/2022 0:58
3953,5/18/2022 18:21
3954,5/19/2022 15:36
3955,5/20/2022 10:32
3956,5/20/2022 0:50
3957,5/19/2022 2:47
3958,5/20/2022 10:48
3959,5/18/2022 22:59
3960,5/19/2022 19:00
3961,5/18/2022 22:40
3962,5/20/2022 7:28
3963,5/18/2022 16:15
3964,5/20/2022 4:23
3965,5/19/2022 4:46
3966,5/20/2022 7:52
3967,5/19/2022 4:03
3968,5/18/2022 21:57
3969,5/19/2022 13:16
3970,5/20/2022 0:54
3971,5/19/2022 14:47
3972,5/20/2022 11:49
3973,5/20/2022 3:53
3974,5/18/2022 16:14
3975,5/18/2022 12:02
3976,5/19/2022 9:57
3977,5/19/2022 22:39
3978,5/18/2022 21:35
3979,5/19/2022 9:49
3980,5/19/2022 4:09
3981,5/20/2022 11:39
3982,5/18/2022 17:49
3983,5/20/2022 7:11
3984,5/18/2022 13:37
3985,5/18/2022 18:44
3986,5/19/2022 0:59
3987,5/20/2022 11:47
3988,5/18/2022 13:57
3989,5/18/2022 23:20
3990,5/19/2022 18:05
3991,5/20/2022 2:20
3992,5/19/2022 5:26
3993,5/19/2022 23:53
3994,5/18/2022 23:33
3995,5/19/2022 15:05
3996,5/20/2022 5:57
3997,5/20/2022 6:38
3998,5/19/2022 12:23
3999,5/19/2022 8:53
4000,5/20/2022 7:10
4001,5/19/2022 19:58
4002,5/20/2022 0:49
4003,5/20/2022 2:04
4004,5/19/2022 11:12
4005,5/18/2022 13:00
4006,5/19/2022 15:07
4007,5/19/2022 5:49
4008,5/19/2022 3:18
4009,5/19/2022 11:31
4010,5/19/2022 0:59
4011,5/18/2022 13:37
4012,5/20/2022 9:27
4013,5/18/2022 22:50
4014,5/20/2022 9:32
4015,5/20/2022 6:13
4016,5/19/2022 17:07
4017,5/20/2022 4:14
4018,5/19/2022 23:42
4019,5/19/2022 12:00
4020,5/20/2022 3:00
4021,5/19/2022 18:09
4022,5/19/2022 16:34
4023,5/19/2022 14:35
4024,5/20/2022 3:19
4025,5/18/2022 13:14
4026,5/18/2022 15:14
4027,5/19/2022 17:45
4028,5/20/2022 11:02
4029,5/18/2022 20:14
4030,5/19/2022 1:38
4031,5/19/2022 12:43
4032,5/18/2022 16:35
4033,5/18/2022 22:02
4034,5/20/2022 5:01
4035,5/19/2022 13:32
4036,5/19/2022 23:56
4037,5/19/2022 20:51
4038,5/19/2022 1:34
4039,5/20/2022 5:28
4040,5/20/2022 11:44
4041,5/18/2022 19:08
4042,5/19/2022 16:15
4043,5/20/2022 10:34
4044,5/19/2022 9:38
4045,5/18/2022 21:51
4046,5/18/2022 18:07
4047,5/19/2022 23:32
4048,5/19/2022 20:32
4049,5/18/2022 15:55
4050,5/19/2022 10:16
4051,5/20/2022 0:06
4052,5/20/2022 1:07
4053,5/18/2022 17:14
4054,5/18/2022 15:03
4055,5/20/2022 1:02
4056,5/18/2022 23:21
4057,5/19/2022 22:39
4058,5/19/2022 19:09
4059,5/18/2022 17:40
4060,5/18/2022 21:13
4061,5/20/2022 0:05
4062,5/19/2022 20:56
4063,5/20/2022 10:05
4064,5/18/2022 12:34
4065,5/19/2022 9:40
4066,5/20/2022 8:58
4067,5/19/2022 1:36
4068,5/19/2022 20:04
4069,5/19/2022 17:44
4070,5/19/2022 12:10
4071,5/20/2022 10:19
4072,5/18/2022 23:23
4073,5/19/2022 5:35
4074,5/18/2022 23:40
4075,5/19/2022 21:51
4076,5/19/2022 8:55
4077,5/19/2022 21:39
4078,5/19/2022 8:09
4079,5/19/2022 19:40
4080,5/20/2022 2:20
4081,5/18/2022 15:05
4082,5/18/2022 22:32
4083,5/19/2022 20:35
4084,5/20/2022 8:08
4085,5/18/2022 23:01
4086,5/18/2022 17:01
4087,5/19/2022 4:00
4088,5/19/2022 16:03
4089,5/19/2022 7:13
4090,5/19/2022 20:41
4091,5/19/2022 12:49
4092,5/19/2022 21:57
4093,5/18/2022 13:59
4094,5/18/2022 23:31
4095,5/19/2022 19:13
4096,5/20/2022 9:31
4097,5/19/2022 3:33
4098,5/20/2022 2:23
4099,5/19/2022 20:06
4100,5/19/2022 21:13
4101,5/19/2022 12:34
4102,5/19/2022 9:49
4103,5/19/2022 23:31
4104,5/19/2022 9:06
4105,5/19/2022 16:36
4106,5/19/2022 7:59
4107,5/18/2022 16:52
4108,5/19/2022 2:10
4109,5/19/2022 18:13
4110,5/20/2022 2:15
4111,5/20/2022 9:02
4112,5/19/2022 14:12
4113,5/20/2022 1:25
4114,5/20/2022 1:02
4115,5/19/2022 2:35
4116,5/19/2022 4:02
4117,5/19/2022 14:37
4118,5/19/2022 16:41
4119,5/19/2022 12:50
4120,5/19/2022 22:34
4121,5/20/2022 7:13
4122,5/20/2022 7:49
4123,5/20/2022 8:09
4124,5/19/2022 15:19
4125,5/19/2022 22:26
4126,5/18/2022 13:20
4127,5/18/2022 23:23
4128,5/19/2022 23:07
4129,5/19/2022 4:46
4130,5/20/2022 5:00
4131,5/18/2022 13:55
4132,5/19/2022 16:19
4133,5/18/2022 16:13
4134,5/19/2022 5:13
4135,5/19/2022 11:40
4136,5/20/2022 1:12
4137,5/19/2022 23:42
4138,5/19/2022 16:05
4139,5/18/2022 15:01
4140,5/19/2022 1:49
4141,5/19/2022 5:08
4142,5/20/2022 8:44
4143,5/18/2022 17:18
4144,5/20/2022 0:18
4145,5/18/2022 13:41
4146,5/19/2022 15:41
4147,5/20/2022 7:20
4148,5/18/2022 14:44
4149,5/19/2022 17:53
4150,5/19/2022 14:41
4151,5/18/2022 15:51
4152,5/18/2022 15:16
4153,5/19/2022 14:55
4154,5/20/2022 3:48
4155,5/19/2022 20:30
4156,5/20/2022 1:18
4157,5/18/2022 23:43
4158,5/19/2022 23:05
4159,5/19/2022 23:17
4160,5/18/2022 19:20
4161,5/19/2022 2:08
4162,5/18/2022 20:01
4163,5/18/2022 20:06
4164,5/18/2022 23:33
4165,5/19/2022 12:21
4166,5/20/2022 5:40
4167,5/20/2022 2:38
4168,5/19/2022 9:54
4169,5/19/2022 7:21
4170,5/19/2022 13:58
4171,5/19/2022 18:05
4172,5/18/2022 21:36
4173,5/19/2022 10:35
4174,5/19/2022 10:01
4175,5/20/2022 9:36
4176,5/20/2022 2:49
4177,5/19/2022 7:27
4178,5/20/2022 9:56
4179,5/19/2022 14:05
4180,5/19/2022 2:24
4181,5/19/2022 12:27
4182,5/18/2022 14:18
4183,5/18/2022 14:37
4184,5/20/2022 6:35
4185,5/18/2022 17:34
4186,5/18/2022 12:24
4187,5/20/2022 8:06
4188,5/19/2022 22:24
4189,5/19/2022 13:15
4190,5/18/2022 14:26
4191,5/19/2022 9:00
4192,5/18/2022 17:12
4193,5/19/2022 11:42
4194,5/20/2022 8:10
4195,5/18/2022 15:23
4196,5/19/2022 19:22
4197,5/19/2022 2:42
4198,5/18/2022 22:43
4199,5/20/2022 0:59
4200,5/18/2022 18:08
4201,5/19/2022 19:20
4202,5/20/2022 3:16
4203,5/19/2022 17:39
4204,5/19/2022 15:29
4205,5/19/2022 0:06
4206,5/19/2022 21:38
4207,5/18/2022 19:23
4208,5/20/2022 7:42
4209,5/19/2022 23:26
4210,5/20/2022 4:48
4211,5/20/2022 7:14
4212,5/18/2022 23:14
4213,5/19/2022 20:42
4214,5/20/2022 11:30
4215,5/18/2022 23:52
4216,5/19/2022 8:16
4217,5/20/2022 11:10
4218,5/19/2022 6:01
4219,5/18/2022 21:04
4220,5/19/2022 4:50
4221,5/20/2022 7:12
4222,5/18/2022 16:24
4223,5/19/2022 23:37
4224,5/19/2022 14:14
4225,5/19/2022 23:12
4226,5/18/2022 18:24
4227,5/20/2022 2:02
4228,5/19/2022 11:59
4229,5/19/2022 5:01
4230,5/18/2022 23:30
4231,5/19/2022 5:35
4232,5/18/2022 16:48
4233,5/19/2022 15:01
4234,5/19/2022 8:08
4235,5/20/2022 10:58
4236,5/19/2022 16:52
4237,5/18/2022 17:40
4238,5/19/2022 11:50
4239,5/19/2022 6:37
4240,5/19/2022 6:46
4241,5/18/2022 23:45
4242,5/18/2022 17:20
4243,5/19/2022 12:54
4244,5/20/2022 10:22
4245,5/18/2022 15:52
4246,5/18/2022 14:43
4247,5/18/2022 15:02
4248,5/18/2022 15:56
4249,5/19/2022 7:26
4250,5/20/2022 10:29
4251,5/18/2022 16:50
4252,5/19/2022 15:26
4253,5/19/2022 8:10
4254,5/20/2022 2:38
4255,5/19/2022 13:31
4256,5/19/2022 9:20
4257,5/20/2022 2:10
4258,5/19/2022 16:56
4259,5/19/2022 18:26
4260,5/20/2022 8:34
4261,5/19/2022 17:54
4262,5/18/2022 17:24
4263,5/20/2022 11:56
4264,5/18/2022 19:34
4265,5/18/2022 18:28
4266,5/19/2022 10:47
4267,5/19/2022 5:54
4268,5/20/2022 4:29
4269,5/19/2022 11:32
4270,5/19/2022 23:35
4271,5/18/2022 23:56
4272,5/19/2022 20:00
4273,5/18/2022 14:13
4274,5/20/2022 1:11
4275,5/19/2022 10:38
4276,5/19/2022 3:28
4277,5/18/2022 12:58
4278,5/20/2022 0:15
4279,5/19/2022 20:35
4280,5/18/2022 12:19
4281,5/19/2022 10:38
4282,5/18/2022 17:16
4283,5/19/2022 9:09
4284,5/18/2022 14:14
4285,5/18/2022 12:30
4286,5/18/2022 17:58
4287,5/18/2022 17:00
4288,5/18/2022 18:08
4289,5/20/2022 7:37
4290,5/19/2022 4:20
4291,5/19/2022 1:10
4292,5/18/2022 14:01
4293,5/19/2022 11:19
4294,5/18/2022 13:51
4295,5/20/2022 0:41
4296,5/19/2022 20:25
4297,5/18/2022 17:47
4298,5/20/2022 10:38
4299,5/19/2022 1:35
4300,5/19/2022 0:41
4301,5/18/2022 14:44
4302,5/19/2022 7:29
4303,5/19/2022 12:31
4304,5/19/2022 1:58
4305,5/19/2022 5:25
4306,5/19/2022 15:08
4307,5/20/2022 0:23
4308,5/20/2022 4:32
4309,5/18/2022 21:49
4310,5/20/2022 5:09
4311,5/18/2022 20:44
4312,5/19/2022 12:57
4313,5/20/2022 9:54
4314,5/19/2022 22:28
4315,5/19/2022 7:15
4316,5/18/2022 17:33
4317,5/19/2022 8:48
4318,5/19/2022 19:51
4319,5/18/2022 21:36
4320,5/19/2022 19:55
4321,5/18/2022 13:11
4322,5/18/2022 15:02
4323,5/19/2022 4:36
4324,5/19/2022 17:19
4325,5/20/2022 8:49
4326,5/19/2022 12:19
4327,5/20/2022 7:57
4328,5/19/2022 2:36
4329,5/20/2022 0:38
4330,5/19/2022 18:29
4331,5/19/2022 1:46
4332,5/20/2022 3:49
4333,5/18/2022 22:48
4334,5/19/2022 18:08
4335,5/20/2022 5:24
4336,5/19/2022 10:43
4337,5/18/2022 21:24
4338,5/20/2022 8:43
4339,5/20/2022 5:19
4340,5/19/2022 0:56
4341,5/20/2022 4:16
4342,5/19/2022 9:44
4343,5/18/2022 15:23
4344,5/19/2022 19:51
4345,5/20/2022 9:37
4346,5/19/2022 16:08
4347,5/18/2022 20:42
4348,5/18/2022 13:42
4349,5/20/2022 4:53
4350,5/19/2022 11:28
4351,5/19/2022 1:26
4352,5/20/2022 2:32
4353,5/19/2022 14:54
4354,5/19/2022 20:31
4355,5/20/2022 2:51
4356,5/18/2022 18:12
4357,5/20/2022 5:36
4358,5/20/2022 4:58
4359,5/18/2022 15:35
4360,5/19/2022 13:05
4361,5/18/2022 22:39
4362,5/19/2022 20:52
4363,5/19/2022 9:06
4364,5/18/2022 16:21
4365,5/19/2022 11:40
4366,5/18/2022 16:24
4367,5/19/2022 22:46
4368,5/20/2022 9:13
4369,5/19/2022 10:24
4370,5/19/2022 0:51
4371,5/18/2022 12:24
4372,5/19/2022 11:51
4373,5/19/2022 18:44
4374,5/20/2022 4:26
4375,5/19/2022 9:56
4376,5/18/2022 15:10
4377,5/19/2022 10:00
4378,5/18/2022 12:37
4379,5/18/2022 21:58
4380,5/19/2022 0:11
4381,5/19/2022 16:07
4382,5/19/2022 13:48
4383,5/19/2022 9:50
4384,5/19/2022 20:04
4385,5/19/2022 12:02
4386,5/19/2022 17:00
4387,5/19/2022 9:28
4388,5/19/2022 2:49
4389,5/19/2022 11:50
4390,5/18/2022 15:03
4391,5/19/2022 7:36
4392,5/19/2022 13:59
4393,5/19/2022 4:46
4394,5/19/2022 1:48
4395,5/19/2022 15:36
4396,5/20/2022 2:06
4397,5/19/2022 3:54
4398,5/20/2022 11:35
4399,5/18/2022 13:03
4400,5/18/2022 18:19
4401,5/20/2022 9:15
4402,5/18/2022 22:03
4403,5/18/2022 23:48
4404,5/19/2022 15:38
4405,5/19/2022 2:21
4406,5/18/2022 12:26
4407,5/18/2022 19:49
4408,5/20/2022 2:27
4409,5/19/2022 14:25
4410,5/19/2022 5:32
4411,5/19/2022 14:02
4412,5/19/2022 13:13
4413,5/20/2022 10:54
4414,5/19/2022 16:04
4415,5/18/2022 19:47
4416,5/19/2022 11:36
4417,5/20/2022 11:16
4418,5/20/2022 0:57
4419,5/20/2022 6:09
4420,5/19/2022 11:23
4421,5/18/2022 12:25
4422,5/20/2022 8:07
4423,5/19/2022 13:09
4424,5/20/2022 0:40
4425,5/18/2022 14:38
4426,5/18/2022 20:54
4427,5/18/2022 19:49
4428,5/19/2022 22:44
4429,5/18/2022 19:50
4430,5/18/2022 13:11
4431,5/19/2022 16:10
4432,5/19/2022 19:23
4433,5/20/2022 6:53
4434,5/19/2022 22:15
4435,5/20/2022 4:26
4436,5/18/2022 14:00
4437,5/19/2022 0:02
4438,5/20/2022 10:55
4439,5/20/2022 4:40
4440,5/20/2022 1:58
4441,5/18/2022 18:35
4442,5/20/2022 5:35
4443,5/19/2022 9:11
4444,5/19/2022 15:28
4445,5/19/2022 4:47
4446,5/18/2022 13:59
4447,5/19/2022 22:19
4448,5/19/2022 16:48
4449,5/19/2022 21:20
4450,5/19/2022 15:00
4451,5/19/2022 10:39
4452,5/19/2022 10:38
4453,5/19/2022 6:34
4454,5/19/2022 13:30
4455,5/19/2022 0:33
4456,5/20/2022 5:34
4457,5/19/2022 11:48
4458,5/19/2022 19:31
4459,5/19/2022 14:49
4460,5/19/2022 16:05
4461,5/19/2022 11:18
4462,5/18/2022 16:14
4463,5/19/2022 22:31
4464,5/19/2022 2:30
4465,5/19/2022 11:03
4466,5/19/2022 0:29
4467,5/20/2022 10:56
4468,5/18/2022 18:10
4469,5/20/2022 0:08
4470,5/19/2022 11:03
4471,5/18/2022 22:21
4472,5/20/2022 3:46
4473,5/20/2022 8:15
4474,5/18/2022 22:34
4475,5/19/2022 1:55
4476,5/19/2022 11:16
4477,5/18/2022 19:16
4478,5/20/2022 8:14
4479,5/19/2022 13:46
4480,5/20/2022 6:37
4481,5/19/2022 16:41
4482,5/18/2022 14:00
4483,5/18/2022 18:35
4484,5/18/2022 16:02
4485,5/20/2022 4:11
4486,5/19/2022 17:30
4487,5/19/2022 14:16
4488,5/19/2022 1:42
4489,5/20/2022 6:28
4490,5/20/2022 10:08
4491,5/18/2022 14:16
4492,5/19/2022 14:06
4493,5/19/2022 17:09
4494,5/18/2022 23:26
4495,5/20/2022 7:14
4496,5/19/2022 13:28
4497,5/20/2022 6:32
4498,5/18/2022 13:02
4499,5/19/2022 16:34
4500,5/19/2022 11:29
4501,5/18/2022 14:52
4502,5/20/2022 9:57
4503,5/18/2022 17:27
4504,5/19/2022 21:01
4505,5/18/2022 23:05
4506,5/18/2022 19:18
4507,5/19/2022 9:57
4508,5/20/2022 1:50
4509,5/19/2022 14:39
4510,5/20/2022 6:47
4511,5/19/2022 12:18
4512,5/19/2022 11:30
4513,5/19/2022 13:54
4514,5/19/2022 4:15
4515,5/20/2022 8:32
4516,5/20/2022 3:48
4517,5/19/2022 10:01
4518,5/20/2022 6:53
4519,5/18/2022 12:33
4520,5/20/2022 6:18
4521,5/18/2022 16:07
4522,5/18/2022 13:03
4523,5/20/2022 9:26
4524,5/20/2022 0:39
4525,5/18/2022 17:33
4526,5/18/2022 21:12
4527,5/18/2022 13:43
4528,5/20/2022 0:02
4529,5/18/2022 12:30
4530,5/18/2022 13:04
4531,5/19/2022 2:03
4532,5/19/2022 1:14
4533,5/18/2022 16:17
4534,5/19/2022 4:29
4535,5/19/2022 18:59
4536,5/19/2022 18:04
4537,5/19/2022 1:16
4538,5/20/2022 3:10
4539,5/19/2022 11:28
4540,5/18/2022 17:19
4541,5/19/2022 22:05
4542,5/20/2022 3:18
4543,5/19/2022 7:45
4544,5/19/2022 9:01
4545,5/18/2022 22:44
4546,5/19/2022 19:07
4547,5/19/2022 12:42
4548,5/20/2022 9:31
4549,5/19/2022 21:48
4550,5/20/2022 4:55
4551,5/19/2022 12:04
4552,5/19/2022 7:41
4553,5/19/2022 22:42
4554,5/19/2022 22:18
4555,5/19/2022 2:16
4556,5/19/2022 21:57
4557,5/18/2022 14:08
4558,5/18/2022 13:40
4559,5/19/2022 16:02
4560,5/18/2022 18:13
4561,5/19/2022 9:54
4562,5/20/2022 10:56
4563,5/18/2022 22:10
4564,5/19/2022 9:43
4565,5/20/2022 3:00
4566,5/19/2022 19:31
4567,5/18/2022 15:56
4568,5/20/2022 10:26
4569,5/18/2022 23:33
4570,5/19/2022 1:03
4571,5/20/2022 10:12
4572,5/19/2022 15:13
4573,5/20/2022 1:39
4574,5/18/2022 21:52
4575,5/18/2022 23:49
4576,5/19/2022 4:19
4577,5/19/2022 19:47
4578,5/18/2022 19:19
4579,5/18/2022 17:56
4580,5/20/2022 3:32
4581,5/19/2022 17:37
4582,5/18/2022 19:48
4583,5/20/2022 7:43
4584,5/19/2022 9:40
4585,5/20/2022 3:30
4586,5/20/2022 9:35
4587,5/20/2022 6:03
4588,5/19/2022 9:51
4589,5/19/2022 8:31
4590,5/19/2022 0:02
4591,5/20/2022 4:51
4592,5/20/2022 10:45
4593,5/18/2022 22:15
4594,5/19/2022 3:15
4595,5/18/2022 12:05
4596,5/19/2022 10:33
4597,5/19/2022 10:43
4598,5/19/2022 6:26
4599,5/19/2022 0:11
4600,5/19/2022 16:30
4601,5/18/2022 14:56
4602,5/19/2022 11:57
4603,5/19/2022 9:58
4604,5/19/2022 13:43
4605,5/18/2022 20:12
4606,5/20/2022 7:29
4607,5/19/2022 14:39
4608,5/19/2022 14:19
4609,5/19/2022 1:06
4610,5/20/2022 8:22
4611,5/19/2022 0:51
4612,5/19/2022 19:26
4613,5/20/2022 5:55
4614,5/18/2022 20:53
4615,5/19/2022 6:16
4616,5/19/2022 4:52
4617,5/20/2022 1:20
4618,5/18/2022 18:47
4619,5/20/2022 4:19
4620,5/19/2022 6:28
4621,5/18/2022 20:46
4622,5/18/2022 16:14
4623,5/19/2022 3:28
4624,5/20/2022 4:27
4625,5/18/2022 23:15
4626,5/19/2022 2:14
4627,5/20/2022 5:04
4628,5/19/2022 13:05
4629,5/19/2022 16:21
4630,5/18/2022 19:54
4631,5/18/2022 17:01
4632,5/19/2022 23:12
4633,5/19/2022 20:52
4634,5/19/2022 0:35
4635,5/20/2022 4:29
4636,5/20/2022 0:18
4637,5/19/2022 17:08
4638,5/20/2022 0:32
4639,5/18/2022 20:37
4640,5/19/2022 3:35
4641,5/20/2022 10:17
4642,5/19/2022 7:25
4643,5/19/2022 16:20
4644,5/20/2022 0:24
4645,5/20/2022 4:01
4646,5/20/2022 11:49
4647,5/20/2022 8:01
4648,5/19/2022 19:08
4649,5/19/2022 0:10
4650,5/19/2022 23:32
4651,5/19/2022 5:18
4652,5/18/2022 13:52
4653,5/20/2022 8:12
4654,5/19/2022 14:53
4655,5/19/2022 22:21
4656,5/19/2022 10:15
4657,5/19/2022 2:04
4658,5/19/2022 17:55
4659,5/18/2022 12:18
4660,5/19/2022 12:53
4661,5/20/2022 7:29
4662,5/19/2022 12:04
4663,5/20/2022 2:13
4664,5/19/2022 14:47
4665,5/18/2022 18:26
4666,5/20/2022 4:09
4667,5/20/2022 9:23
4668,5/18/2022 23:44
4669,5/18/2022 23:08
4670,5/19/2022 21:22
4671,5/20/2022 2:57
4672,5/19/2022 10:59
4673,5/19/2022 18:49
4674,5/18/2022 19:46
4675,5/18/2022 14:44
4676,5/20/2022 7:54
4677,5/18/2022 21:36
4678,5/19/2022 8:06
4679,5/19/2022 21:31
4680,5/19/2022 10:06
4681,5/19/2022 5:06
4682,5/20/2022 6:56
4683,5/19/2022 8:55
4684,5/19/2022 1:48
4685,5/19/2022 9:25
4686,5/19/2022 21:53
4687,5/19/2022 5:09
4688,5/20/2022 0:35
4689,5/19/2022 22:12
4690,5/20/2022 3:41
4691,5/19/2022 18:37
4692,5/19/2022 5:22
4693,5/19/2022 0:43
4694,5/18/2022 21:45
4695,5/19/2022 0:01
4696,5/20/2022 1:27
4697,5/19/2022 18:27
4698,5/19/2022 20:03
4699,5/19/2022 5:48
4700,5/19/2022 8:56
4701,5/19/2022 6:09
4702,5/19/2022 0:32
4703,5/18/2022 17:15
4704,5/18/2022 16:06
4705,5/18/2022 22:11
4706,5/19/2022 12:06
4707,5/20/2022 3:20
4708,5/19/2022 3:50
4709,5/20/2022 10:35
4710,5/19/2022 11:00
4711,5/19/2022 1:43
4712,5/19/2022 11:37
4713,5/19/2022 15:58
4714,5/18/2022 17:53
4715,5/19/2022 12:23
4716,5/19/2022 10:45
4717,5/19/2022 19:05
4718,5/20/2022 6:48
4719,5/19/2022 23:32
4720,5/18/2022 16:57
4721,5/19/2022 4:03
4722,5/18/2022 22:41
4723,5/18/2022 13:40
4724,5/20/2022 1:07
4725,5/19/2022 12:14
4726,5/19/2022 23:06
4727,5/18/2022 14:55
4728,5/19/2022 11:31
4729,5/19/2022 16:53
4730,5/18/2022 13:59
4731,5/18/2022 22:25
4732,5/19/2022 9:17
4733,5/19/2022 19:34
4734,5/20/2022 5:49
4735,5/20/2022 2:06
4736,5/19/2022 1:17
4737,5/18/2022 18:03
4738,5/18/2022 12:02
4739,5/20/2022 1:36
4740,5/20/2022 7:39
4741,5/19/2022 0:05
4742,5/19/2022 16:23
4743,5/20/2022 6:16
4744,5/20/2022 6:58
4745,5/19/2022 5:24
4746,5/19/2022 11:04
4747,5/19/2022 21:03
4748,5/20/2022 6:21
4749,5/20/2022 9:59
4750,5/19/2022 20:57
4751,5/18/2022 14:40
4752,5/20/2022 11:34
4753,5/19/2022 20:52
4754,5/20/2022 4:43
4755,5/20/2022 2:47
4756,5/18/2022 18:16
4757,5/19/2022 17:37
4758,5/18/2022 15:14
4759,5/20/2022 11:52
4760,5/19/2022 14:44
4761,5/18/2022 13:36
4762,5/19/2022 13:18
4763,5/20/2022 11:53
4764,5/18/2022 17:35
4765,5/19/2022 1:46
4766,5/20/2022 7:10
4767,5/19/2022 0:14
4768,5/18/2022 13:28
4769,5/20/2022 6:21
4770,5/20/2022 1:26
4771,5/19/2022 12:18
4772,5/19/2022 15:52
4773,5/20/2022 9:56
4774,5/19/2022 21:41
4775,5/19/2022 4:49
4776,5/19/2022 20:40
4777,5/19/2022 6:58
4778,5/20/2022 8:15
4779,5/20/2022 11:35
