BookingID	Travel Type	Class	Seat Number	PassengerID	FlightID
18702	Business travel	Business	124	109443	13412
25971	Business travel	Business	124	90796	77329
12716	Personal Travel	Eco	124	103176	57645
21050	Business travel	Business	124	85881	3784
13813	Business travel	Business	124	6799	18411
18697	Business travel	Business	124	75892	20042
20614	Business travel	Eco	124	87094	124101
20120	Business travel	Business	124	68040	49694
22808	Business travel	Business	124	114578	43215
21759	Personal Travel	Eco	124	75618	5170
26975	Personal Travel	Eco	124	70147	109544
28919	Business travel	Business	124	56214	67328
21062	Personal Travel	Business	124	51500	42702
22566	Business travel	Business	124	104174	86317
23684	Business travel	Eco	124	57652	3143
14440	Business travel	Eco Plus	248	66097	99230
12143	Business travel	Business	124	73301	5775
15877	Personal Travel	Eco	124	50765	115191
13207	Business travel	Business	124	103000	18382
21723	Business travel	Business	124	96192	110941
12342	Business travel	Business	124	16005	55462
15865	Business travel	Business	124	89232	39550
23646	Business travel	Business	248	57603	75799
19723	Business travel	Eco	124	47606	86075
26143	Personal Travel	Eco	124	129167	123056
14027	Business travel	Eco	124	50373	47664
16756	Business travel	Eco	124	75051	12008
25592	Business travel	Business	124	121659	57377
22312	Personal Travel	Eco	124	114020	28290
25630	Personal Travel	Eco	124	5388	96856
20794	Business travel	Business	124	116891	62293
24862	Personal Travel	Eco	124	22206	80226
14079	Business travel	Eco Plus	124	119126	75839
15901	Business travel	Business	133	75058	20509
11047	Personal Travel	Eco	133	122265	50300
14085	Business travel	Business	124	80450	89415
21134	Personal Travel	Eco	124	2417	48442
11506	Business travel	Business	124	93938	85237
15195	Business travel	Eco	124	80616	124831
28769	Personal Travel	Eco	124	27547	29162
20596	Business travel	Business	124	118585	40660
19214	Business travel	Eco	124	70918	125879
14307	Business travel	Eco Plus	133	54926	111112
27084	Business travel	Eco	124	10397	115661
23020	Business travel	Eco Plus	124	30665	56262
15990	Business travel	Business	124	66808	84102
22395	Business travel	Business	124	59263	112057
20400	Business travel	Business	133	76046	127111
18014	Business travel	Business	124	106211	22418
25495	Personal Travel	Eco Plus	124	69626	118156
22270	Business travel	Business	133	9480	82999
15589	Business travel	Eco	124	14026	71944
22070	Business travel	Business	124	93197	4084
12506	Business travel	Business	124	40836	23779
20239	Business travel	Business	124	56024	47948
21149	Business travel	Business	124	13669	128631
13614	Personal Travel	Eco	248	52375	87284
25059	Business travel	Eco	124	20419	2536
26530	Business travel	Business	124	81650	98597
15701	Business travel	Business	124	56290	1505
11232	Business travel	Eco	124	55101	83947
26304	Personal Travel	Eco	124	32990	95329
17576	Business travel	Eco Plus	124	55478	79515
27596	Business travel	Business	124	13218	90259
14632	Business travel	Business	124	33758	20116
23980	Business travel	Eco Plus	124	121073	107465
23966	Business travel	Business	124	44667	83720
25920	Personal Travel	Eco	124	108520	6208
28247	Personal Travel	Eco	124	111355	54908
27210	Business travel	Business	248	75431	91272
14031	Business travel	Eco	248	25581	123597
12120	Business travel	Business	124	102366	115235
14947	Personal Travel	Eco	124	126888	27962
16142	Business travel	Business	248	54829	56146
19724	Business travel	Business	140	9944	126486
20351	Business travel	Eco	124	29243	74484
18173	Business travel	Eco	248	12594	59211
27152	Personal Travel	Eco	124	121711	7556
24777	Business travel	Business	124	74598	80136
19149	Business travel	Business	124	128606	123317
19965	Business travel	Business	124	52130	47526
24770	Personal Travel	Eco	124	33630	27584
21436	Personal Travel	Eco	124	55612	118653
24335	Business travel	Business	248	25583	48712
14992	Business travel	Eco	124	3370	105639
18749	Personal Travel	Eco	620	124428	47974
15371	Business travel	Business	124	63849	70207
21141	Personal Travel	Eco Plus	248	25907	87113
20483	Business travel	Business	124	61711	46050
12215	Personal Travel	Eco	124	39742	77029
13163	Business travel	Business	124	9581	110705
24570	Business travel	Eco Plus	992	111818	79662
11719	Business travel	Business	124	97311	58645
13961	Personal Travel	Eco Plus	248	47713	21494
27485	Business travel	Business	744	77540	50557
17482	Business travel	Business	124	101086	95909
27680	Business travel	Business	124	4553	70110
17693	Business travel	Eco	124	31953	36777
13267	Personal Travel	Eco	992	128854	95141
27491	Business travel	Business	124	99908	79205
16594	Personal Travel	Eco	124	129341	30912
28107	Business travel	Eco	372	28745	78143
25231	Business travel	Business	1116	38334	89442
17395	Business travel	Business	124	23128	86073
14093	Business travel	Eco	124	121663	100149
16491	Business travel	Eco	248	55432	14438
23635	Business travel	Business	124	122668	68495
12592	Business travel	Business	124	18215	126368
26086	Business travel	Business	1116	120606	48348
14649	Business travel	Business	124	69	64697
15918	Business travel	Business	124	73690	2316
21501	Business travel	Eco	124	46136	114582
26052	Personal Travel	Eco	992	28026	108671
11261	Business travel	Eco	496	64813	27711
22157	Business travel	Business	124	15406	124155
16232	Business travel	Business	1488	2867	46827
26169	Business travel	Business	124	95840	12443
23638	Business travel	Business	124	63234	117512
24970	Business travel	Business	124	106563	75923
21808	Business travel	Eco	744	118303	80203
27957	Business travel	Eco	124	122863	23952
12746	Personal Travel	Eco	124	84013	87955
16200	Personal Travel	Eco	133	98536	77899
14652	Business travel	Eco	124	49498	76815
17276	Business travel	Eco	124	22949	19591
25197	Business travel	Eco	372	58782	92830
28862	Personal Travel	Eco	124	44902	79200
11609	Business travel	Business	248	104573	68319
22442	Business travel	Business	124	52994	82242
24478	Business travel	Business	124	122160	92842
12172	Business travel	Business	124	85753	20467
23110	Business travel	Eco	124	49629	119234
24387	Business travel	Business	124	119292	69040
16001	Personal Travel	Eco	248	100701	13312
13485	Business travel	Business	124	94455	63411
14948	Business travel	Eco	496	34588	44527
28406	Personal Travel	Eco	124	36079	123418
29167	Business travel	Business	124	69202	59530
11882	Personal Travel	Business	124	121760	95170
26237	Personal Travel	Eco	124	112783	104030
11160	Business travel	Business	124	97115	45148
21413	Personal Travel	Eco	124	34023	93538
28948	Personal Travel	Eco	124	44338	107005
13855	Business travel	Business	124	79798	15313
20759	Personal Travel	Eco	124	13573	37894
27215	Business travel	Business	124	101576	59025
16699	Business travel	Eco	124	78790	32785
18869	Business travel	Business	124	72974	36616
17491	Business travel	Eco	124	12034	2146
23641	Business travel	Business	124	15413	98717
19512	Personal Travel	Eco	124	107760	52764
29193	Personal Travel	Eco Plus	124	6725	101914
11864	Business travel	Business	124	36000	74453
25214	Business travel	Business	124	71457	57507
20466	Personal Travel	Business	124	119459	117660
14033	Business travel	Eco	124	17200	115073
14911	Personal Travel	Eco	124	35490	109739
28011	Personal Travel	Eco	124	5383	35338
20450	Business travel	Eco Plus	124	4969	6588
25358	Personal Travel	Eco	248	121487	6537
23354	Personal Travel	Eco Plus	124	116758	111951
21415	Personal Travel	Eco	124	13703	30174
19505	Business travel	Business	248	32498	79957
27466	Business travel	Business	248	57796	24614
28690	Business travel	Business	124	129194	35024
20580	Personal Travel	Eco	124	4616	124459
15676	Personal Travel	Eco	124	28192	103462
11471	Business travel	Business	124	109801	41741
25296	Personal Travel	Eco	124	72590	50974
29470	Business travel	Business	124	122579	42524
25299	Business travel	Business	124	67022	60850
26384	Personal Travel	Eco	124	11089	116723
28496	Personal Travel	Eco	124	81123	104376
14716	Personal Travel	Eco	124	3022	49548
24090	Business travel	Business	124	88894	12755
16686	Business travel	Business	124	66406	84852
26095	Personal Travel	Eco Plus	124	6097	32928
27642	Business travel	Business	124	10438	1808
22616	Business travel	Business	124	83550	10553
27294	Business travel	Business	248	58999	63979
22144	Personal Travel	Eco	124	56199	61552
12036	Business travel	Business	124	53794	54792
19754	Business travel	Business	140	128363	102012
13421	Personal Travel	Eco	124	105801	31223
25981	Business travel	Business	124	94642	115090
25249	Personal Travel	Eco	124	47926	29215
13701	Business travel	Business	496	64807	17202
14248	Business travel	Business	280	128863	58952
13345	Personal Travel	Eco	124	18929	51675
12083	Business travel	Business	124	103918	88953
26556	Business travel	Business	124	2971	67972
17731	Business travel	Business	372	59289	51010
27279	Personal Travel	Eco	90	86041	51337
19097	Business travel	Business	248	79502	100243
22667	Business travel	Business	248	21168	53840
14051	Personal Travel	Eco	496	11102	80023
23703	Personal Travel	Eco	248	72042	98651
16608	Business travel	Business	124	127228	10703
28804	Business travel	Eco Plus	124	113128	2533
17575	Business travel	Business	124	107967	315
23004	Personal Travel	Eco	124	101021	27739
24331	Business travel	Eco	124	20443	92509
27057	Personal Travel	Eco	140	96534	58504
28007	Business travel	Business	124	74469	101329
19725	Business travel	Eco	124	26573	60556
15518	Personal Travel	Eco	124	8911	111267
13648	Business travel	Business	140	77487	1740
26339	Business travel	Business	124	97935	16133
15982	Business travel	Business	124	37419	47271
13853	Business travel	Business	372	27388	87200
20509	Business travel	Business	124	69710	102885
29062	Personal Travel	Eco	124	63366	32432
17838	Personal Travel	Eco	620	100053	61240
19758	Business travel	Eco	372	44100	126428
25211	Personal Travel	Eco Plus	124	5322	79123
14044	Personal Travel	Eco	280	58911	9771
20471	Business travel	Eco Plus	744	48616	75254
15411	Personal Travel	Business	280	76407	125964
28292	Business travel	Business	744	53398	124027
18918	Business travel	Business	266	101601	14227
23381	Business travel	Eco Plus	248	110635	101569
17058	Business travel	Eco	620	122425	73297
22239	Business travel	Business	248	58088	116763
18631	Business travel	Eco	124	36562	38113
22855	Business travel	Eco	124	49101	37214
28811	Business travel	Business	124	83667	51726
11528	Business travel	Business	372	89547	27772
15346	Business travel	Eco	620	12692	73817
22639	Business travel	Eco	124	88415	3896
25980	Business travel	Business	124	101050	18523
21395	Business travel	Business	124	75389	122889
13474	Business travel	Eco	124	95745	73630
18586	Business travel	Business	124	115220	95665
21955	Business travel	Business	124	109036	124579
18379	Personal Travel	Eco	248	128475	87125
19573	Personal Travel	Eco Plus	124	71709	52041
11718	Business travel	Eco	496	34593	123643
14212	Business travel	Business	496	105613	106186
11086	Business travel	Business	124	2839	25326
11921	Personal Travel	Eco	124	111080	118294
14778	Business travel	Eco Plus	124	19516	120118
21655	Business travel	Eco Plus	124	37766	102470
26849	Business travel	Business	248	245	129511
14383	Business travel	Eco	372	125467	42942
15879	Personal Travel	Eco Plus	124	84967	79690
28517	Business travel	Business	496	44234	5320
27579	Business travel	Business	124	8756	13038
21161	Business travel	Business	496	124363	107207
19995	Business travel	Eco	124	14670	107741
26126	Business travel	Business	124	110229	124848
14303	Business travel	Business	124	43037	89133
15952	Business travel	Business	124	13681	63235
25890	Business travel	Business	124	23227	11820
17658	Business travel	Business	124	118055	114803
14577	Business travel	Business	124	54405	8183
20642	Business travel	Eco	248	62038	112246
21579	Business travel	Business	124	2696	68902
14904	Business travel	Eco	124	60951	115369
12621	Business travel	Business	124	2267	13539
18563	Business travel	Business	124	56883	78434
18199	Business travel	Business	124	40447	80591
15188	Business travel	Business	248	91718	103859
28226	Business travel	Business	248	86124	123343
18267	Personal Travel	Eco Plus	124	23356	59266
26124	Personal Travel	Eco	124	128855	126214
24199	Business travel	Business	248	115595	78766
25109	Personal Travel	Eco	124	69730	113120
12235	Business travel	Business	248	128678	55555
15406	Personal Travel	Eco	124	86658	6607
16709	Business travel	Business	124	121360	10641
22093	Business travel	Business	124	54056	85396
26663	Personal Travel	Eco	124	19032	69502
21656	Business travel	Business	124	32546	109278
24162	Business travel	Eco	124	18779	90537
29336	Business travel	Business	124	123450	94662
17251	Business travel	Business	124	83912	107061
28073	Business travel	Business	124	97688	68538
24376	Personal Travel	Eco	124	34066	75195
21483	Business travel	Business	124	67813	28419
20415	Business travel	Business	124	66888	93522
22148	Business travel	Eco	124	32823	103934
22754	Business travel	Business	124	7957	83147
18879	Business travel	Business	124	10533	129769
16341	Personal Travel	Eco	124	114087	94603
16489	Personal Travel	Eco	124	113116	129495
19014	Business travel	Business	124	103980	76852
14489	Business travel	Eco	124	126195	38094
29158	Business travel	Business	124	90521	122717
12025	Business travel	Eco	124	33406	42687
23981	Business travel	Eco	124	46872	109077
26632	Business travel	Business	124	12398	51578
15875	Personal Travel	Eco	124	28193	55960
23677	Business travel	Business	124	128049	99744
25232	Business travel	Eco	124	104568	111373
18772	Personal Travel	Eco	124	44953	38550
18594	Business travel	Business	124	49666	53483
20019	Business travel	Business	182	42037	18654
23585	Business travel	Business	124	99360	110311
22304	Business travel	Eco	124	49476	75601
18567	Business travel	Business	124	109021	68293
26495	Personal Travel	Eco	124	52439	112215
15327	Business travel	Business	248	107785	68371
18682	Business travel	Business	124	82392	9652
14443	Business travel	Business	140	84404	76055
21690	Business travel	Eco	124	84622	46554
20470	Personal Travel	Eco	248	71664	86733
21444	Business travel	Business	124	49558	3287
26885	Business travel	Eco	124	48345	80383
25279	Business travel	Business	124	99781	44628
13445	Business travel	Business	124	58303	55848
28451	Business travel	Business	124	88778	65075
18974	Personal Travel	Eco Plus	124	26486	77144
16525	Business travel	Eco	124	29816	62436
18366	Business travel	Business	124	48742	100277
12508	Business travel	Eco Plus	124	74809	119610
20357	Personal Travel	Eco	124	95096	94571
22599	Business travel	Eco	124	75719	93567
24629	Business travel	Business	124	77142	120171
15038	Business travel	Business	124	3146	123114
21276	Business travel	Business	124	114585	119947
17287	Personal Travel	Eco	124	54334	121230
11190	Business travel	Business	124	89808	3466
26567	Personal Travel	Eco	124	48235	1882
25342	Personal Travel	Eco	124	84004	57798
28722	Business travel	Eco	124	59561	93048
14239	Personal Travel	Eco	248	128126	15909
19282	Personal Travel	Eco	496	114332	11137
25752	Personal Travel	Eco	620	70149	9019
21054	Business travel	Business	248	88151	34234
17109	Business travel	Business	372	114784	41843
12662	Business travel	Eco Plus	124	25823	32550
12255	Business travel	Eco	124	10585	49627
13564	Business travel	Business	124	6797	115539
25507	Personal Travel	Eco	124	74743	125585
21535	Business travel	Eco Plus	124	38213	11307
13549	Business travel	Eco	124	40194	58230
14924	Personal Travel	Eco	124	66085	22662
24539	Business travel	Eco Plus	124	12489	22664
27768	Personal Travel	Eco	124	1205	100490
18138	Business travel	Eco	124	15442	10141
17703	Personal Travel	Eco Plus	124	45670	87288
27324	Business travel	Business	248	2069	70619
16254	Business travel	Business	124	30998	74262
12247	Business travel	Eco	124	107705	99999
24231	Business travel	Business	124	5059	105554
27100	Business travel	Eco	124	41307	104433
27585	Business travel	Eco	248	101057	13305
22658	Business travel	Eco	124	101241	107016
20844	Personal Travel	Eco	124	88689	62926
20810	Business travel	Business	124	110657	68719
17925	Personal Travel	Eco	124	34777	13905
26551	Personal Travel	Eco	124	104813	106775
28275	Business travel	Eco	124	69775	67719
17708	Business travel	Business	124	29989	20988
24291	Business travel	Business	124	59265	52482
22539	Business travel	Eco	124	105677	4362
19410	Business travel	Business	124	91275	38219
16697	Business travel	Eco	124	119125	2757
16646	Business travel	Business	124	114950	91078
26767	Personal Travel	Eco	248	1099	105182
18055	Business travel	Business	124	125778	113836
28477	Business travel	Eco	124	100511	84536
25423	Personal Travel	Eco	124	116023	51445
15505	Business travel	Business	124	90269	4352
16668	Business travel	Eco Plus	124	51216	64000
12046	Business travel	Eco	248	44776	93073
12091	Business travel	Business	124	129376	44124
19000	Business travel	Business	496	81747	123860
25196	Business travel	Eco	124	91624	63915
24396	Personal Travel	Eco	124	52409	7949
13805	Business travel	Business	124	43944	64001
19567	Personal Travel	Eco	248	62821	64549
17625	Business travel	Eco	124	19099	112406
29161	Business travel	Eco	248	53707	60438
26817	Business travel	Business	140	73593	109490
26540	Business travel	Eco	124	88234	11907
24689	Personal Travel	Eco	248	16826	126054
23219	Business travel	Business	124	69193	73796
28631	Business travel	Eco Plus	124	36890	30331
16358	Business travel	Eco	124	28843	27008
23640	Personal Travel	Eco	124	108279	17643
24360	Business travel	Business	124	118893	81655
23204	Personal Travel	Eco	248	96409	70111
24071	Personal Travel	Eco	124	15094	67476
29160	Personal Travel	Eco	124	107297	48142
26424	Personal Travel	Eco Plus	248	25654	37131
15390	Business travel	Business	124	87194	52865
19828	Business travel	Eco	124	85187	38166
11874	Personal Travel	Eco	124	21306	8347
22618	Business travel	Eco	248	32502	91233
23185	Personal Travel	Eco	124	125253	100588
16926	Personal Travel	Eco	124	78129	73625
21456	Business travel	Business	124	102160	90875
26925	Business travel	Eco	372	116912	31487
24449	Personal Travel	Eco	124	121468	34233
17451	Business travel	Eco Plus	248	52121	505
26772	Business travel	Business	124	26445	75843
26203	Business travel	Business	124	125814	35572
26573	Business travel	Business	124	126560	42513
18405	Business travel	Eco	124	105530	129357
23030	Business travel	Business	124	127728	79191
13435	Business travel	Business	124	67124	21654
14452	Business travel	Business	248	100012	95529
29032	Business travel	Business	124	100562	119445
15956	Business travel	Business	124	110778	35977
19500	Personal Travel	Eco	124	92656	51913
16645	Business travel	Business	124	80415	113786
17709	Personal Travel	Eco	124	47924	50371
26718	Business travel	Business	124	10844	125101
13034	Business travel	Eco	124	38648	57884
25878	Business travel	Business	124	45289	23337
16647	Business travel	Eco	124	42532	65137
22004	Business travel	Business	124	39697	837
18421	Business travel	Business	248	113474	40895
16124	Business travel	Business	124	79543	67330
24603	Business travel	Business	248	4656	38358
24787	Business travel	Business	124	107536	114404
19425	Personal Travel	Eco Plus	124	27075	34957
14028	Business travel	Business	124	80080	48144
21411	Business travel	Business	124	127190	119007
27785	Business travel	Eco	248	57573	76962
24079	Business travel	Eco	124	47362	22641
17480	Personal Travel	Eco	124	40489	114116
25494	Business travel	Business	124	35057	54093
22743	Business travel	Eco	124	40406	124755
12208	Personal Travel	Eco	124	70257	20438
15416	Business travel	Business	124	119481	43525
21177	Business travel	Business	124	126965	64719
29147	Business travel	Business	124	51879	74334
13262	Business travel	Business	372	114756	80066
25424	Business travel	Business	124	73331	86446
11268	Business travel	Business	124	115327	88017
27995	Personal Travel	Eco	248	46681	65369
25019	Personal Travel	Eco	124	57419	56294
25884	Business travel	Eco	124	81348	54448
27305	Business travel	Business	124	99231	54603
15963	Business travel	Eco Plus	248	60554	99993
18649	Business travel	Eco Plus	124	99770	68784
13741	Business travel	Business	124	87783	113627
25764	Business travel	Eco Plus	372	28359	18049
16509	Business travel	Eco	124	2749	50331
21358	Personal Travel	Eco Plus	124	75866	70813
11263	Business travel	Eco	744	111759	104477
11106	Personal Travel	Eco Plus	124	33469	89377
11706	Personal Travel	Eco	620	68943	83611
17286	Business travel	Business	124	19043	88053
27574	Business travel	Business	124	71193	44111
20230	Personal Travel	Eco	124	39321	120920
17495	Business travel	Business	124	23096	16760
21268	Business travel	Business	124	72072	28971
21972	Business travel	Business	124	8078	123017
15198	Business travel	Business	744	10774	58763
23060	Business travel	Business	248	117658	48517
16069	Business travel	Business	620	79303	78990
22074	Personal Travel	Business	124	8771	47668
21636	Business travel	Business	248	110115	71933
23823	Business travel	Business	620	107006	40918
25811	Business travel	Business	124	103565	45354
26296	Personal Travel	Eco	248	1290	1764
21891	Personal Travel	Eco	124	118062	15459
17591	Personal Travel	Eco Plus	248	127213	67572
14668	Personal Travel	Eco	124	106335	54825
12015	Business travel	Business	124	64840	90728
19435	Business travel	Eco	620	46468	84325
17909	Business travel	Business	124	54117	10834
19760	Personal Travel	Eco	124	56110	100871
24285	Business travel	Business	124	22302	24833
12946	Business travel	Business	124	36824	64788
15883	Business travel	Business	248	105745	91057
25819	Business travel	Business	124	13896	6937
16407	Business travel	Business	248	102615	114168
22887	Business travel	Business	124	83547	52342
25384	Personal Travel	Eco	124	104845	83688
19152	Personal Travel	Eco	248	50545	26599
21854	Business travel	Eco	248	3698	46395
25892	Personal Travel	Eco	124	74296	89458
26474	Business travel	Business	124	36473	3229
16085	Personal Travel	Eco	124	77257	102468
20663	Personal Travel	Eco	124	69146	37069
15140	Business travel	Business	182	59516	68707
27451	Personal Travel	Eco	124	4922	116012
16273	Personal Travel	Eco	124	97843	25539
18922	Business travel	Eco Plus	124	30439	91249
13047	Business travel	Eco	124	112751	63079
20786	Business travel	Business	124	129712	118825
12286	Personal Travel	Eco	124	8719	38787
13001	Business travel	Business	124	48179	72634
27101	Personal Travel	Eco	248	65115	87965
20653	Business travel	Business	496	33527	1041
11890	Business travel	Business	1240	6615	105693
29174	Personal Travel	Eco	124	97839	15976
22406	Business travel	Eco	124	72789	79507
28762	Business travel	Business	124	45339	100624
13115	Business travel	Business	124	99703	96024
16216	Personal Travel	Eco	124	81494	71194
22502	Business travel	Business	124	42674	118019
14270	Personal Travel	Eco	124	110694	30832
21119	Business travel	Business	124	8992	99192
20897	Personal Travel	Eco	124	45124	27381
22649	Business travel	Business	124	693	44580
12300	Business travel	Eco	124	114255	119230
21254	Personal Travel	Eco	124	116291	99444
12272	Business travel	Business	124	40174	27360
19267	Personal Travel	Eco	124	97846	22375
27734	Business travel	Eco Plus	124	38198	84461
27185	Business travel	Eco	124	23273	26164
27435	Business travel	Eco	248	119395	5101
22755	Business travel	Eco	124	94866	17763
26548	Business travel	Business	124	78708	1095
20526	Business travel	Business	124	4322	58084
23566	Business travel	Business	124	76311	121034
24007	Personal Travel	Eco	124	76933	71744
28590	Business travel	Eco	124	112123	15730
17399	Business travel	Business	124	99079	883
19642	Business travel	Eco	124	113863	68487
21677	Business travel	Business	124	69029	86099
20469	Personal Travel	Eco	124	9993	60031
23459	Personal Travel	Eco	248	91808	83584
21573	Business travel	Business	124	108664	89767
20009	Business travel	Business	124	93812	32807
15646	Personal Travel	Eco Plus	124	51415	109313
23322	Personal Travel	Eco	124	39299	40001
11215	Personal Travel	Eco	124	57467	18020
18799	Business travel	Business	124	50266	109186
17236	Business travel	Eco Plus	124	83172	120998
25286	Business travel	Business	124	41986	115504
12761	Business travel	Business	248	87037	7101
11366	Personal Travel	Eco	124	100787	56201
13986	Business travel	Business	124	13645	111880
18744	Business travel	Business	248	106014	61468
19986	Personal Travel	Eco	124	121625	4667
13868	Business travel	Business	124	53675	37039
12524	Personal Travel	Business	124	46798	95369
23412	Business travel	Eco	124	70369	16148
27588	Personal Travel	Eco	124	53524	66524
23718	Personal Travel	Eco	124	109228	1159
24972	Personal Travel	Eco	124	26059	29407
20834	Business travel	Eco	124	31333	90858
20238	Business travel	Business	124	82983	105618
15207	Business travel	Eco	124	48445	95457
14472	Personal Travel	Eco	124	101829	107277
17390	Business travel	Business	124	86096	34597
18890	Business travel	Business	372	102147	86496
20000	Business travel	Business	124	14045	92688
24200	Personal Travel	Eco Plus	124	8745	56904
11303	Business travel	Business	124	24687	111224
18743	Business travel	Eco	124	101364	75729
18436	Personal Travel	Eco	124	30894	112853
22554	Business travel	Business	248	7513	49921
14761	Personal Travel	Eco	248	126366	86548
28086	Business travel	Business	124	58044	109026
22057	Business travel	Business	124	69651	49375
11429	Personal Travel	Eco	124	92784	115874
16716	Business travel	Business	124	119083	58141
16363	Business travel	Business	124	17001	77355
13076	Business travel	Business	124	110304	43301
21391	Business travel	Business	124	27093	50326
19209	Business travel	Business	124	197	53476
14001	Business travel	Eco	124	112921	36439
21124	Business travel	Eco	124	31791	29171
23782	Business travel	Business	124	65357	104885
28987	Business travel	Business	124	55683	52102
23505	Business travel	Business	248	38359	45001
28758	Business travel	Business	124	111347	15323
27034	Business travel	Business	124	45783	33300
26264	Business travel	Business	124	9895	112929
18707	Business travel	Business	124	13640	43688
27447	Business travel	Business	124	18512	19029
17723	Personal Travel	Eco	124	28462	11277
21754	Personal Travel	Eco	124	30172	40382
15512	Business travel	Business	124	104641	80602
13563	Business travel	Business	124	115358	69758
14728	Business travel	Business	124	67557	122903
18283	Business travel	Business	124	122665	26628
13710	Business travel	Business	248	66228	128604
29156	Business travel	Business	124	14685	93007
19007	Personal Travel	Eco	124	3963	40569
13617	Business travel	Eco	124	127957	21500
24514	Business travel	Business	124	11537	78561
19532	Business travel	Eco	248	36359	64628
14300	Business travel	Business	124	109818	22503
23206	Personal Travel	Eco	124	62651	97712
22012	Business travel	Eco	124	42111	29386
26174	Business travel	Business	124	82579	102526
20507	Business travel	Business	248	84952	28557
22039	Personal Travel	Eco	248	111486	75814
27151	Personal Travel	Eco	124	85611	103248
25398	Business travel	Business	124	60189	16969
21159	Business travel	Business	124	8082	88903
11653	Business travel	Business	124	25684	97665
24435	Business travel	Business	122	105327	33670
14312	Business travel	Business	124	58588	17456
26524	Personal Travel	Eco	124	37927	34796
14034	Personal Travel	Eco	124	25938	75106
20772	Business travel	Business	124	61865	64348
12222	Business travel	Business	124	81562	73164
15391	Personal Travel	Eco	124	79979	71454
20439	Personal Travel	Eco	248	109539	16106
20963	Business travel	Eco Plus	124	18706	50367
18838	Personal Travel	Eco	124	77152	23455
26426	Personal Travel	Eco	124	112780	70112
21260	Business travel	Business	124	98049	16328
23148	Business travel	Eco	124	6575	101699
11643	Personal Travel	Eco	248	112228	17559
25942	Business travel	Business	248	93132	123125
20985	Business travel	Business	124	4762	103840
17233	Personal Travel	Eco Plus	124	51380	92907
21399	Business travel	Eco	124	88484	111462
14552	Business travel	Business	620	15000	16995
21348	Business travel	Business	124	100466	105150
28308	Personal Travel	Eco	124	98297	23757
13101	Personal Travel	Eco	248	129767	9143
26587	Business travel	Eco Plus	124	92955	39920
20107	Business travel	Business	620	14156	30058
19798	Business travel	Business	124	70978	17683
15900	Personal Travel	Eco	372	28550	104918
23630	Personal Travel	Eco	992	11954	49261
13456	Personal Travel	Eco	248	36676	64258
24259	Business travel	Business	124	82203	36159
19756	Personal Travel	Eco	1116	1249	24840
25886	Personal Travel	Eco	248	89947	42213
13602	Business travel	Business	124	93387	48205
26440	Business travel	Business	496	66544	7507
24607	Business travel	Business	124	129652	91705
13134	Business travel	Eco Plus	496	104772	78563
17078	Business travel	Eco	124	81665	27573
28033	Business travel	Business	124	25274	64503
18187	Business travel	Business	124	68672	90778
26586	Business travel	Eco	124	73880	9738
15040	Business travel	Business	124	123409	59942
15009	Business travel	Eco	248	29357	15173
29260	Business travel	Business	124	80788	51718
11293	Personal Travel	Eco	124	50506	53196
21377	Personal Travel	Eco	124	66733	12793
21540	Business travel	Business	124	16108	21961
16373	Business travel	Business	124	42107	124773
23343	Business travel	Eco Plus	124	41169	58055
25887	Business travel	Business	1116	76765	93239
11734	Personal Travel	Eco	124	34808	110715
16139	Personal Travel	Business	124	87027	23798
22037	Personal Travel	Business	124	122917	13468
26024	Personal Travel	Eco	248	110468	70009
11530	Business travel	Business	868	79252	67466
13050	Personal Travel	Eco	124	16408	9512
17180	Business travel	Business	372	63608	84157
19774	Personal Travel	Eco	248	45118	78717
13661	Personal Travel	Eco	868	59096	114605
26331	Business travel	Business	124	73580	20991
13471	Business travel	Business	372	57341	62976
11122	Personal Travel	Eco Plus	248	54920	11971
25972	Business travel	Business	124	116941	21292
23413	Business travel	Business	124	109498	67343
16708	Business travel	Business	124	3036	33290
15741	Business travel	Eco	124	102776	72677
29245	Business travel	Eco	124	118194	128481
17705	Business travel	Business	248	119994	88162
15227	Personal Travel	Eco	248	88731	37781
18816	Business travel	Business	124	66473	54623
20053	Business travel	Eco	124	96231	55048
19981	Business travel	Eco	124	47437	100896
26068	Personal Travel	Eco	248	54087	19252
22176	Business travel	Eco	124	9158	15246
15906	Business travel	Business	1116	103246	78484
26517	Personal Travel	Eco	1364	100375	123688
16484	Business travel	Business	744	15603	109116
28311	Personal Travel	Eco	124	65526	25980
23395	Business travel	Business	124	106039	6808
20957	Business travel	Business	1116	84437	8927
17627	Personal Travel	Eco Plus	744	76261	17008
26241	Personal Travel	Eco	248	68504	92290
16517	Business travel	Business	124	85759	4350
21639	Business travel	Business	1240	102388	32375
25070	Business travel	Business	124	121331	26256
13313	Personal Travel	Eco	124	51783	31708
25732	Business travel	Business	620	128343	20263
15008	Business travel	Eco	124	85433	17717
12252	Personal Travel	Eco	248	21123	45451
18126	Business travel	Business	248	112585	77441
21448	Business travel	Business	124	113932	91466
29364	Business travel	Business	248	117116	23382
16472	Business travel	Business	248	60388	5199
13057	Business travel	Business	1612	84819	27848
22066	Business travel	Business	124	108712	21671
13858	Business travel	Eco	124	82275	71201
26656	Personal Travel	Eco	124	15618	4203
12745	Business travel	Eco	124	46832	109877
20649	Personal Travel	Business	992	89524	2070
